Version,Rating
1.21.1,4.41
,3.09
1.16.6,4.47
1.18.3,4.45
1.15.2,4.46
1.19.7,4.46
1.20.3,4.47
1.13.0,4.58
1.20.2,4.62
1.17.1,4.29
1.18.5,4.47
1.16.2,4.47
1.16.3,4.52
1.14.2,4.51
1.10.5,3.74
1.12.0,3.34
1.6.2,3.38
1.10.1,3.87
1.11.5,3.6
1.7.2,4.16
1.11.3,3.34
1.7.5,2.75
1.4.2,3.19
1.3.1,3.08
1.8.7,3.03
1.0.0,2.84
1.4.1,2.0
0.11.0,5.0
