,Version,Rating
0,,4.102169981916817
1,6.172.0.2,4.357282821685173
2,6.174.0.1,3.5833333333333335
3,6.162.0.2,4.5091225021720245
4,6.133.0.1,4.5772357723577235
5,6.115.0.2,4.404958677685951
6,6.165.0.2,4.375177304964539
7,6.170.0.1,4.2897985705003245
8,6.140.0.1,4.5065053640721295
9,6.51.0.2,3.8823529411764706
10,6.144.0.3,4.380541871921182
11,5.38.0.14,3.210526315789474
12,6.173.0.1,4.142857142857143
13,6.152.1.1,4.57452229299363
14,6.143.1.1,4.438679245283019
15,6.168.0.1,4.402422611036339
16,6.49.0.3,4.345047923322683
17,6.134.0.3,4.4419134396355355
18,6.161.0.1,4.518248175182482
19,6.171.0.1,4.361477572559367
20,6.164.0.1,4.407732864674868
21,6.9.6.3,3.050595238095238
22,6.96.0.5,4.095238095238095
23,6.156.0.2,4.351740696278512
24,6.159.0.1,4.470232088799193
25,6.147.0.1,4.573122529644269
26,5.35.0.13,3.5
27,6.116.0.1,4.403846153846154
28,6.157.0.2,4.410553410553411
29,6.151.0.4,3.6354916067146283
30,6.92.0.3,4.325
31,6.160.0.2,4.420485175202156
32,6.37.0.3,3.75
33,6.121.0.1,4.212765957446808
34,6.132.0.3,4.483870967741935
35,6.163.0.1,4.5271739130434785
36,3.0.0.19,5.0
37,1.8.1.5,5.0
38,5.15.0.20,4.470588235294118
39,6.126.0.1,4.566502463054187
40,6.20.0.3,1.0
41,6.148.1.3,4.491675915649279
42,6.94.0.2,3.9107142857142856
43,5.0.0.34,2.75
44,6.32.0.5,2.3333333333333335
45,6.150.0.1,4.427130044843049
46,6.167.0.3,4.384516129032258
47,5.25.0.14,5.0
48,6.9.1.2,1.0
49,6.155.0.1,4.412928759894459
50,5.32.1.0,2.6
51,6.1.1.20,2.3333333333333335
52,6.137.0.1,4.557679180887372
53,6.55.0.7,5.0
54,6.129.1.1,4.514893617021277
55,6.124.0.1,4.673267326732673
56,6.7.0.10,4.0
57,6.145.2.1,4.448343079922028
58,6.25.0.3,4.0
59,6.149.0.3,4.542583732057416
60,6.78.0.1,3.857142857142857
61,6.146.0.2,4.551418439716312
62,5.35.5.15,4.333333333333333
63,6.82.0.1,4.2631578947368425
64,6.113.1.2,4.571428571428571
65,5.40.1.2,1.25
66,5.20.1.1,1.0
67,6.139.1.3,4.497393117831074
68,6.113.0.3,4.117647058823529
69,6.119.0.3,4.7384615384615385
70,6.138.0.1,4.5250219490781385
71,6.135.0.2,4.5890968266883645
72,4.1.5.22,1.0
73,6.151.1.3,4.458333333333333
74,6.4.0.12,3.0
75,6.93.0.3,4.117647058823529
76,6.106.0.3,4.020408163265306
77,6.99.1.2,4.375
78,6.154.0.2,4.383747178329571
79,6.105.0.11,4.444444444444445
80,6.86.0.3,3.8333333333333335
81,6.38.0.2,4.0
82,6.117.0.1,4.615384615384615
83,6.103.1.4,4.4
84,6.79.0.1,4.555555555555555
85,6.153.1.2,4.447219069239501
86,6.9.5.7,3.3636363636363638
87,6.136.1.2,4.643465909090909
88,6.61.0.2,4.266666666666667
89,6.66.0.1,4.333333333333333
90,6.40.0.2,4.0
91,6.44.0.3,3.4
92,6.88.0.2,4.375
93,6.34.0.4,4.0
94,6.81.0.1,4.444444444444445
95,6.63.1.3,2.5
96,6.16.0.5,3.0
97,6.64.0.3,3.0
98,6.169.0.2,2.0
99,6.123.0.1,4.490196078431373
100,6.102.0.2,3.0
101,6.75.0.1,2.5714285714285716
102,6.8.0.12,3.4
103,6.122.0.4,4.465116279069767
104,6.111.0.3,4.3076923076923075
105,6.29.0.2,3.25
106,6.98.0.6,3.9743589743589745
107,6.62.0.2,5.0
108,6.118.0.1,4.428571428571429
109,6.12.1.8,4.333333333333333
110,5.12.0.12,1.0
111,5.36.0.20,5.0
112,6.110.0.1,4.294117647058823
113,5.2.0.25,3.0
114,6.80.0.1,4.4
115,5.5.0.18,4.0
116,6.90.0.1,3.923076923076923
117,6.91.0.1,3.909090909090909
118,6.72.0.4,4.428571428571429
119,6.101.0.5,4.361111111111111
120,5.5.1.17,3.6666666666666665
121,6.89.0.2,3.923076923076923
122,6.76.0.9,3.6666666666666665
123,6.17.0.7,1.0
124,5.10.0.11,3.75
125,6.104.1.1,4.833333333333333
126,6.129.0.2,5.0
127,5.39.0.13,3.5
128,5.33.1.2,4.0
129,5.41.1.0,3.6666666666666665
130,5.26.0.17,5.0
131,6.68.0.1,3.0
132,5.6.0.14,3.0
133,6.43.1.1,3.0
134,6.30.0.2,5.0
135,6.48.0.1,4.666666666666667
136,6.104.0.2,4.833333333333333
137,6.69.0.1,5.0
138,6.6.6.18,3.0
139,6.26.1.2,4.75
140,6.114.1.2,4.25
141,6.14.1.1,3.0
142,6.3.0.10,3.0
143,2.6.0.98,4.0
144,2.9.0.25,5.0
145,6.109.0.1,4.5
146,6.108.1.2,4.6
147,5.23.2.0,5.0
148,6.74.0.1,3.3333333333333335
149,6.87.0.1,3.6666666666666665
150,6.41.0.4,4.5
151,6.15.0.2,5.0
152,5.7.0.10,2.5
153,6.141.0.2,4.0
154,6.50.0.6,4.666666666666667
155,2.4.1.1,5.0
156,6.39.0.1,3.8333333333333335
157,6.152.0.2,4.344262295081967
158,6.112.0.2,4.176470588235294
159,6.36.0.2,3.6666666666666665
160,6.85.0.1,4.066666666666666
161,5.11.1.1,1.0
162,5.21.0.19,1.0
163,6.19.0.3,1.0
164,6.31.1.1,2.0
165,6.0.1.15,3.0
166,6.11.1.1,5.0
167,6.5.0.11,3.6666666666666665
168,6.142.0.1,3.4444444444444446
169,6.153.0.1,5.0
170,6.71.0.5,4.2
171,5.27.1.2,4.5
172,6.35.0.3,1.0
173,5.42.0.8,1.0
174,6.33.0.2,5.0
175,5.30.1.2,3.6666666666666665
176,6.23.0.5,1.0
177,6.60.2.5,4.5
178,6.18.0.7,2.0
179,6.148.0.3,4.636363636363637
180,5.35.5.4,5.0
181,6.21.0.5,5.0
182,6.84.0.2,4.444444444444445
183,5.22.0.10,5.0
184,6.120.0.1,5.0
185,5.31.0.12,4.75
186,5.37.0.10,3.6666666666666665
187,6.56.0.2,3.0
188,5.29.0.11,5.0
189,6.145.1.2,4.2
190,6.47.0.1,2.0
191,6.139.0.1,4.5
192,6.127.0.1,4.666666666666667
193,6.59.0.2,3.5
194,6.67.0.1,5.0
195,6.143.0.3,4.75
196,2.7.0.142,1.0
197,5.17.1.1,5.0
198,4.2.0.21,5.0
199,6.46.0.3,1.0
200,6.73.0.2,3.5
201,6.10.0.9,5.0
202,5.17.0.18,4.0
203,2.6.1.2,5.0
204,6.24.0.2,5.0
205,6.128.0.1,5.0
206,6.11.0.9,1.0
207,6.58.0.1,4.0
208,5.8.0.15,1.0
209,6.107.0.2,5.0
210,6.131.0.1,5.0
211,2.0.1.2,5.0
212,5.4.0.14,1.0
213,6.2.0.11,3.0
214,5.27.0.16,1.0
215,5.18.1.2,5.0
216,6.136.0.1,5.0
217,6.130.0.1,5.0
